author	title	author_born	author_died	origin	genre	subject_era	exam_status	memorize	grade	source	doc_year	retrieved	note
Shakespeare, William	The Tempest	1564	1616	translated:english	play	early-modern-colonialism?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA paired choice, Advanced Module A (p. 18).
Shaw, Bernard	Pygmalion	1856	1950	translated:english	play	edwardian-england-class?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA choice list, Standard Module A (p. 12).
Shelley, Mary	Frankenstein	1797	1851	translated:english	novel	romantic-era-science?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA choice list, Extension 1 Elective 2 (p. 30).
Sitch, Rob	The Castle	1962	living	domestic	film	1990s-australia?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA choice list, Standard Module A (p. 13).
Slessor, Kenneth	Selected Poems	1901	1971	domestic	poem-cycle	20th-c-australia?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA common-module choice list; listed selections constitute the prescribed text (p. 11).
Smith, Tracy K	Life on Mars	1972	living	translated:english	poem-cycle	contemporary?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA choice list; listed selections constitute the prescribed text (p. 31).
Swift, Jonathan	Gulliver’s Travels	1667	1745	translated:english	novel	18th-c-imperial-satire?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA choice list, Extension 1 Elective 3 (p. 31).
Thien, Madeleine	Do Not Say We Have Nothing	1974	living	translated:english	novel	cultural-revolution-china?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA choice list, Extension 1 Elective 2 (p. 30).
Thomas, Dylan	Under Milk Wood	1914	1953	translated:english	play	mid-20th-c-wales?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA choice list, Advanced Module B (p. 19).
Tóibín, Colm	Brooklyn	1955	living	translated:english	novel	1950s-irish-migration?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA choice list, Extension 1 Elective 1 (p. 29).
Valentine, Alana	Shafana and Aunt Sarrinah	1961	living	domestic	play	contemporary-australian-muslim-identity?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA Standard Module A and EAL/D Module B choice list (pp. 12, 25).
Walker, Lucy	Waste Land	1970	living	translated:english	media	contemporary-brazil-waste-pickers?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA common-module and EAL/D Module C choice list (pp. 11, 26).
Watson, Ken (ed)	The Round Earth’s Imagined Corners	~1950	living	domestic	poem-cycle	contemporary?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA choice list; listed selections constitute the prescribed text (p. 23).
Weir, Peter	The Truman Show	1944	living	domestic	film	late-20th-c-media-surveillance?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA Standard Module B and EAL/D Module C choice list (pp. 14, 26).
Winch, Tara June	Swallow the Air	1983	living	domestic	novel	contemporary-indigenous-australia?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA choice list, EAL/D Module B (p. 25).
Winton, Tim	Island Home	1960	living	domestic	essay	contemporary-environment?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA choice list, Extension 1 Elective 5 (p. 33).
Winton, Tim	The Boy Behind the Curtain	1960	living	domestic	essay	contemporary-australia?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA common-module choice list; listed selections constitute the prescribed text (p. 11).
Woolf, Virginia	Mrs Dalloway	1882	1941	translated:english	novel	post-WWI-britain?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA paired choice, Advanced Module A (p. 17).
Wordsworth, William	William Wordsworth: The Major Works	1770	1850	translated:english	poem-cycle	romantic-england?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA choice list; listed selections constitute the prescribed text (p. 33).
Yousafzai, Malala and Lamb, Christina	I am Malala	1997/1966	living	translated:english	essay	pakistan-taliban-education?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA common-module and EAL/D Module A choice list (pp. 11, 24).
Bradbury, Ray	‘The Pedestrian’	1920	2012	translated:english	short-story	near-future-authoritarianism?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA short prescribed text, Standard Module C (p. 15; at least two selected).
Carey, Peter	‘Report on the Shadow Industry’	1943	living	domestic	short-story	contemporary-australia?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA short prescribed text, Standard Module C (p. 15; at least two selected).
Cole, Catherine	‘Home’	1954	living	domestic	short-story	contemporary?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA short prescribed text, Standard Module C (p. 15; at least two selected).
King, Stephen	‘Crouch End’	1947	living	translated:english	short-story	contemporary?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA short prescribed text, Standard Module C (p. 15; at least two selected).
Lucashenko, Melissa	‘Dreamers’	1967	living	domestic	short-story	contemporary-indigenous-australia?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA short prescribed text, Standard Module C (p. 15; at least two selected).
Garner, Helen	‘Dear Mrs Dunkley’	1942	living	domestic	essay	contemporary?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA short prescribed text, Standard Module C (p. 15; at least two selected).
Orwell, George	‘The Sporting Spirit’	1903	1950	translated:english	essay	post-WWII-britain?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA short prescribed text, Standard Module C (p. 15; at least two selected).
Plath, Sylvia	‘A Comparison’	1932	1963	translated:english	essay	mid-20th-c-women?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA short prescribed text, Standard Module C (p. 15; at least two selected).
Vowell, Sarah	‘What He Said There’	1969	living	translated:english	essay	contemporary-us-politics?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA short prescribed text, Standard Module C (p. 15; at least two selected).
Burney, Linda	‘First speech to the House of Representatives as Member for Barton’	1957	living	domestic	essay	contemporary-indigenous-australia?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA short prescribed speech, Standard Module C (p. 16; at least two selected).
Jobs, Steve	‘How to Live Before You Die’	1955	2011	translated:english	essay	contemporary?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA short prescribed speech, Standard Module C (p. 16; at least two selected).
Keating, Paul	‘Funeral Service of The Unknown Australian Soldier’	1944	living	domestic	essay	WWI-australian-memory?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA short prescribed speech, Standard Module C (p. 16; at least two selected).
Rowling, JK	‘The Fringe Benefits of Failure and the Importance of Imagination’	1965	living	translated:english	essay	contemporary?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA short prescribed speech, Standard Module C (p. 16; at least two selected).
Chan, Carol	‘Popcorn’	~1980	living	domestic	poem	contemporary?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA short prescribed poem, Standard Module C (p. 16; at least two selected).
Frost, Robert	‘Stopping By Woods on a Snowy Evening’	1874	1963	translated:english	poem	20th-c-us?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA short prescribed poem, Standard Module C (p. 16; at least two selected).
Murray, Les	‘An Absolutely Ordinary Rainbow’	1938	2019	domestic	poem	20th-c-australia?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA short prescribed poem, Standard Module C (p. 16; at least two selected).
Wright, Judith	‘The Surfer’	1915	2000	domestic	poem	20th-c-australia?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA short prescribed poem, Standard Module C (p. 16; at least two selected).
Lesson, Luka	‘May your pen grace the page’	1984	living	domestic	poem	contemporary?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA short prescribed performance poem, Standard Module C (p. 16; at least two selected).
Chopin, Kate	The Awakening	1850	1904	translated:english	novel	late-19th-c-us-women?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA short prescribed text, Advanced Module C (p. 21; at least two selected).
Harrower, Elizabeth	‘The Fun of the Fair’	1928	2020	domestic	short-story	contemporary?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA short prescribed text, Advanced Module C (p. 21; at least two selected).
Kafka, Franz	Metamorphosis	1883	1924	translated:german	novella	modernism?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA short prescribed text, Advanced Module C (p. 21; at least two selected).
Le, Nam	‘Love and Honour and Pity and Pride and Compassion and Sacrifice’	1978	living	domestic	short-story	contemporary-vietnamese-australian-migration?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA short prescribed text, Advanced Module C (p. 21; at least two selected).
McCann, Colum	‘Thirteen Ways of Looking’	1965	living	translated:english	short-story	contemporary-new-york?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA short prescribed text, Advanced Module C (p. 21; at least two selected).
McCann, Colum	‘What Time Is It Now, Where You Are?’	1965	living	translated:english	short-story	contemporary?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA short prescribed text, Advanced Module C (p. 21; at least two selected).
Mistry, Rohinton	‘The Ghost of Firozsha Baag’	1952	living	translated:english	short-story	contemporary-indian-migration?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA short prescribed text, Advanced Module C (p. 21; at least two selected).
Garner, Helen	‘How to Marry Your Daughters’	1942	living	domestic	essay	contemporary?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA short prescribed text, Advanced Module C (p. 21; at least two selected).
Hustvedt, Siri	‘Eight Days in a Corset’	1955	living	translated:english	essay	contemporary?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA short prescribed text, Advanced Module C (p. 21; at least two selected).
Orwell, George	‘Politics and the English Language’	1903	1950	translated:english	essay	post-WWII-britain?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA short prescribed text, Advanced Module C (p. 21; at least two selected).
Smith, Zadie	‘That Crafty Feeling’	1975	living	translated:english	essay	contemporary?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA short prescribed text, Advanced Module C (p. 21; at least two selected).
Atwood, Margaret	‘Spotty-Handed Villainesses’	1939	living	translated:english	essay	contemporary?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA short prescribed speech, Advanced Module C (p. 22; at least two selected).
Brooks, Geraldine	‘A Home in Fiction’	1955	living	domestic	essay	contemporary?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA short prescribed speech, Advanced Module C (p. 22; at least two selected).
Pearson, Noel	‘Eulogy for Gough Whitlam’	1965	living	domestic	essay	contemporary-indigenous-australia?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA short prescribed speech, Advanced Module C (p. 22; at least two selected).
Boey, Kim Cheng	‘Stamp Collecting’	1965	living	domestic	poem	contemporary?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA short prescribed poem, Advanced Module C (p. 22; at least two selected).
Harwood, Gwen	‘Father and Child’	1920	1995	domestic	poem	20th-c-australia?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA short prescribed poem, Advanced Module C (p. 22; at least two selected).
Stevens, Wallace	‘Thirteen Ways of Looking at a Blackbird’	1879	1955	translated:english	poem	modernism?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA short prescribed poem, Advanced Module C (p. 22; at least two selected).
Tennyson, Alfred Lord	‘The Lady of Shallot’	1809	1892	translated:english	poem	victorian-england?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA short prescribed poem, Advanced Module C (p. 22; at least two selected).
Tempest, Kae	‘Picture a Vacuum’	1985	living	translated:english	poem	contemporary?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA short prescribed performance poem, Advanced Module C (p. 22; at least two selected).
